  Measurement Number     Measurement type
                   1               PQPUND

      Measurement ID                     
       739688.751034                     

          First Bias          Second Bias                Steps           Repetition
                   3                   -3                   60                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-06                5e-07                1e-06                5e-07

                  IV        Points number                  118
    Voltages     CurrentP     CurrentC
           0  -3.3863e-08  -1.1425e-06
     0.10169   1.1532e-06  -1.1425e-06
     0.20339   1.1532e-06  -1.1425e-06
     0.30508   1.1532e-06  -1.1425e-06
     0.40678   1.1532e-06  -1.1425e-06
     0.50847   1.1532e-06   1.1532e-06
     0.61017   1.1532e-06   1.1532e-06
     0.71186   1.1532e-06   1.1532e-06
     0.81356   1.1532e-06   1.1532e-06
     0.91525   1.1532e-06   1.1532e-06
      1.0169   1.1532e-06   1.1532e-06
      1.1186   1.1532e-06   1.1532e-06
      1.2203   1.1532e-06   1.1532e-06
       1.322   1.1532e-06   1.1532e-06
      1.4237   1.1532e-06   1.1532e-06
      1.5254   1.1532e-06   1.1532e-06
      1.6271   1.1532e-06   1.1532e-06
      1.7288   1.1532e-06   1.1532e-06
      1.8305   1.1532e-06   1.1532e-06
      1.9322   1.1532e-06   1.1532e-06
      2.0339   1.1532e-06   1.1532e-06
      2.1356   1.1532e-06   1.1532e-06
      2.2373   1.1532e-06   1.1532e-06
       2.339   1.1532e-06   1.1532e-06
      2.4407   1.1532e-06   1.1532e-06
      2.5424   1.1532e-06   1.1532e-06
      2.6441   1.1532e-06   1.1532e-06
      2.7458   1.1532e-06   1.1532e-06
      2.8475   1.1532e-06   1.1532e-06
      2.9492   1.1532e-06   1.1532e-06
      2.9492   1.1532e-06   1.1532e-06
      2.8475   1.1532e-06   1.1532e-06
      2.7458   1.1532e-06   1.1532e-06
      2.6441   1.1532e-06   1.1532e-06
      2.5424   1.1532e-06   1.1532e-06
      2.4407  -1.1254e-06   1.1532e-06
       2.339  -1.1424e-06   1.1532e-06
      2.2373  -1.1424e-06   1.1532e-06
      2.1356  -1.1424e-06   1.1532e-06
      2.0339  -1.1424e-06   1.1532e-06
      1.9322  -1.1424e-06   1.1532e-06
      1.8305  -1.1425e-06   1.1532e-06
      1.7288  -1.1425e-06   1.1532e-06
      1.6271  -1.1425e-06   1.1532e-06
      1.5254  -1.1425e-06   1.1532e-06
      1.4237  -1.1425e-06   1.1532e-06
       1.322  -1.1425e-06   1.1532e-06
      1.2203  -1.1425e-06   1.1532e-06
      1.1186  -1.1425e-06   1.1532e-06
      1.0169  -1.1425e-06   1.1532e-06
     0.91525  -1.1425e-06   1.1532e-06
     0.81356  -1.1425e-06   1.1532e-06
     0.71186  -1.1425e-06   1.1532e-06
     0.61017  -1.1425e-06   1.1532e-06
     0.50847  -1.1425e-06   1.1532e-06
     0.40678  -1.1425e-06   1.1532e-06
